ID,Namn,Tema,Komponentnivå,Svårighetsgrad,Komponenter,Elektronikfärdigheter,Programmeringsfärdigheter,Makerfärdigheter,Byggtid,Vuxenhjälp,Bygger på,Kort beskrivning,Status
E019,Ljusstyrd dimmer,Smarta ljus,Baslåda,Ingenjör,"E01, B01, B02, R01, L01, S01","EL07, EL08, EL09","PR14, PR15",MK09,30–45 min,Ja,"E015, E018",Låt LED-ljusstyrkan följa hur ljust det är i rummet.,Kandidat
E020,Soluppgångslampan,Smarta ljus,Baslåda,Ingenjör,"E01, B01, B02, R01, L01",EL09,"PR12, PR15, PR16",MK08,35–45 min,Ja,E016,Skapa en långsam ljusökning som liknar soluppgång.,Kandidat
E021,Blink utan delay,Lampor och ljus,Baslåda,Ingenjör,"E01, B01, B02, R01, L01",EL04,PR16,MK14,30–40 min,Ja,E002,Lär LED blinka medan programmet fortfarande kan göra annat.,Kandidat
E022,Två saker samtidigt,Lampor och ljus,Baslåda,Ingenjör,"E01, B01, B02, R01, L01",EL04,"PR16, PR17",MK14,35–45 min,Ja,E021,Två LED blinkar i olika takt utan att stoppa varandra.,Kandidat
E023,Mini-ljusshow,Lampor och ljus,Baslåda,Ingenjör,"E01, B01, B02, R01, L01, L02","EL04, EL09","PR11, PR12, PR13, PR15","MK11, MK12",40–50 min,Ja,"E008, E013",Kombinera flera blink- och färgmönster till en show.,Kandidat
E024,Statuslampan,Smarta ljus,Baslåda,Ingenjör,"E01, B01, B02, R01, L02",EL09,"PR07, PR11, PR17",MK12,30–40 min,Ja,E014,"En RGB-LED visar olika statuslägen: okej, varning, fel.",Kandidat
E025,Designa din egen ljusuppfinning,Eget projekt,Baslåda,Mästare,"E01, B01, B02, R01, L01, L02, S01","EL03, EL04, EL07, EL09","PR11, PR12, PR14, PR15, PR16","MK11, MK12, MK15",45–60 min,Ja,E001–E024,Barnet väljer själv en ljusuppfinning och förklarar hur den fungerar.,Kandidat
E026,Knappen tänder lampan,Knappar,Baslåda,Upptäckare,"E01, B01, B02, R01, L01, K01","EL05, EL06","PR06, PR07","MK02, MK05, MK06",15–25 min,Ja,E001,Tryck på en knapp för att tända och släcka en LED.,Kandidat
E027,Omvänd knapp med INPUT_PULLUP,Knappar,Baslåda,Upptäckare,"E01, B01, B02, R01, L01, K01","EL05, EL06","PR06, PR07","MK06, MK14",20–30 min,Ja,E026,Lär varför knappen kan vara tryckt när signalen är LOW.,Kandidat
E028,Tryckräknaren,Knappar,Baslåda,Uppfinnare,"E01, B01, B02, K01",EL05,"PR06, PR07, PR09, PR20",MK07,25–35 min,Ja,E027,Räkna hur många gånger knappen trycks och visa i Seriell monitor.,Kandidat
E029,Lampan minns,Knappar,Baslåda,Uppfinnare,"E01, B01, B02, R01, L01, K01",EL05,"PR06, PR07, PR08, PR17","MK05, MK14",25–35 min,Ja,E027,Ett knapptryck växlar lampan mellan på och av.,Kandidat
E030,Tryck rätt färg,Knappar och färger,Baslåda,Uppfinnare,"E01, B01, B02, R01, L02, K01","EL05, EL09","PR06, PR07, PR10, PR15",MK08,30–40 min,Ja,"E014, E026",RGB-LED väljer färg och barnet ska trycka när rätt färg visas.,Kandidat
E031,Dubbelknappen,Knappar,Baslåda,Uppfinnare,"E01, B01, B02, R01, L01, K01",EL05,"PR06, PR07, PR08",MK05,25–35 min,Ja,E026,Två knappar styr två olika lampor eller lägen.,Kandidat
E032,Mini-kodlåset,Knappar och spel,Baslåda,Ingenjör,"E01, B01, B02, R01, L01, L02, K01","EL05, EL09","PR06, PR07, PR09, PR13, PR17","MK11, MK14",40–55 min,Ja,"E028, E031",Barnet matar in en enkel knappsekvens för att låsa upp ljuset.,Kandidat
E033,Passiv buzzer första tonen,Ljud,Baslåda,Upptäckare,"E01, B01, B02, A01",EL10,"PR03, PR04, PR05","MK02, MK06",15–20 min,Ja,E001,Spela en enkel ton med buzzern.,Kandidat
E034,Sirenen,Ljud,Baslåda,Uppfinnare,"E01, B01, B02, A01, L01, R01",EL10,"PR05, PR12",MK08,20–30 min,Ja,E033,Låt tonen glida upp och ner som en siren.,Kandidat
E035,Morse med ljud,Ljud,Baslåda,Uppfinnare,"E01, B01, B02, A01, K01","EL10, EL05","PR06, PR11, PR13","MK10, MK15",30–40 min,Ja,"E010, E033",Skicka korta och långa ljudsignaler som morse.,Kandidat
E036,Mini-pianot med knappar,Ljud och musik,Baslåda,Uppfinnare,"E01, B01, B02, A01, K01","EL05, EL10","PR06, PR07, PR13",MK05,35–45 min,Ja,"E031, E033",Flera knappar spelar olika toner.,Kandidat
E037,Melodimaskinen,Ljud och musik,Baslåda,Uppfinnare,"E01, B01, B02, A01",EL10,"PR12, PR13, PR11",MK10,30–45 min,Ja,E033,Spela en kort melodi från arrayer med toner och längder.,Kandidat
E038,Knappstyrd jukebox,Ljud och musik,Baslåda,Ingenjör,"E01, B01, B02, A01, K01, L02, R01","EL05, EL10, EL09","PR06, PR07, PR11, PR13, PR17",MK11,40–55 min,Ja,"E029, E037",Knappen väljer mellan olika ljud eller melodier och RGB visar läge.,Kandidat
E039,Elektronisk tärning med LED,Spel,Baslåda,Uppfinnare,"E01, B01, B02, R01, L01, K01","EL05, EL04","PR06, PR07, PR10, PR13",MK08,35–45 min,Ja,"E028, E007",Tryck på knappen och visa ett slumpat tärningsvärde med LED-mönster.,Kandidat
E040,Tärning i Seriell monitor,Spel,Baslåda,Upptäckare,"E01, B01, B02, K01",EL05,"PR06, PR07, PR10, PR20",MK07,20–30 min,Ja,E028,En enklare tärning där värdet visas i Seriell monitor.,Kandidat
E041,Reaktionsspelet v1,Spel,Baslåda,Ingenjör,"E01, B01, B02, R01, L01, K01","EL05, EL04","PR06, PR07, PR10, PR16, PR20","MK07, MK14",40–55 min,Ja,"E021, E028",Vänta på lampan och tryck så snabbt som möjligt.,Kandidat
E042,Reaktionsspelet med ljud,Spel,Baslåda,Ingenjör,"E01, B01, B02, R01, L01, K01, A01","EL05, EL04, EL10","PR06, PR07, PR10, PR16, PR17","MK11, MK14",45–60 min,Ja,"E041, E033",Reaktionsspelet får startljud och felsignal.,Kandidat
E043,Snabbast av två,Spel,Baslåda,Ingenjör,"E01, B01, B02, R01, L01, K01, A01","EL05, EL04, EL10","PR06, PR07, PR16, PR17","MK11, MK14",45–60 min,Ja,E042,Två spelare tävlar om att trycka först efter signal.,Kandidat
E044,Simon Says v1,Spel,Baslåda,Ingenjör,"E01, B01, B02, R01, L01, K01, A01","EL05, EL04, EL10","PR06, PR07, PR10, PR13, PR17","MK11, MK14",50–70 min,Ja,"E036, E039","Minn ett växande mönster av lampor, toner och knapptryck.",Kandidat
E045,Gissa ljusmönstret,Spel,Baslåda,Uppfinnare,"E01, B01, B02, R01, L01, K01","EL05, EL04","PR06, PR07, PR10, PR13","MK08, MK15",35–45 min,Ja,"E008, E039",Programmet visar ett mönster och barnet gissar vilket som kommer härnäst.,Kandidat
E046,Nedräknaren,Tid och spel,Baslåda,Uppfinnare,"E01, B01, B02, R01, L01, A01","EL04, EL10","PR04, PR11, PR12",MK08,25–35 min,Ja,E034,LED och ljud räknar ned som inför en raketstart.,Kandidat
E047,Bomben tickar,Tid och spel,Baslåda,Ingenjör,"E01, B01, B02, R01, L01, K01, A01","EL05, EL04, EL10","PR06, PR07, PR16, PR17",MK14,45–60 min,Ja,"E021, E046",Stoppa tickandet med rätt knapptryck innan tiden går ut.,Kandidat
E048,Poänglampan,Spel,Baslåda,Uppfinnare,"E01, B01, B02, R01, L01, K01","EL05, EL04","PR06, PR07, PR09, PR12",MK08,30–40 min,Ja,E028,Varje knapptryck ökar poängen och tänder fler LED.,Kandidat
E049,Spelkontroll för framtida projekt,Knappar,Baslåda,Ingenjör,"E01, B01, B02, K01",EL05,"PR06, PR07, PR11","MK11, MK14",35–45 min,Ja,E031,Bygg ett återanvändbart knappupplägg för kommande spel.,Kandidat
E050,Designa ditt eget knapp- och ljudspel,Eget projekt,Baslåda,Mästare,"E01, B01, B02, R01, L01, L02, K01, A01","EL05, EL10, EL09","PR06, PR07, PR10, PR11, PR13, PR17","MK11, MK12, MK15",60–90 min,Ja,E026–E049,"Barnet designar ett eget spel med knappar, lampor och ljud.",Kandidat
E051,Ljusdetektiven,Mäta ljus,Baslåda,Upptäckare,"E01, B01, B02, R01, S01","EL07, EL08","PR14, PR20","MK07, MK08",20–30 min,Ja,E018,Mät ljusvärden i Seriell monitor och jämför olika platser i rummet.,Kandidat
E052,Skuggjakten,Mäta ljus,Baslåda,Uppfinnare,"E01, B01, B02, R01, L01, S01","EL07, EL08, EL04","PR07, PR14","MK08, MK09",25–35 min,Ja,"E017, E051",LED reagerar när handen skuggar ljussensorn.,Kandidat
E053,Ljusbarometern,Mäta ljus,Baslåda,Ingenjör,"E01, B01, B02, R01, L01, S01","EL07, EL08, EL04","PR12, PR14, PR20","MK07, MK09",35–45 min,Ja,E051,Visa ljusnivå med flera LED som en enkel stapelmätare.,Kandidat
E054,Avstånd i Seriell monitor,Avstånd,Baslåda,Upptäckare,"E01, B01, B02, S02",EL11,"PR20, PR05","MK07, MK08",25–35 min,Ja,E021,Läs avstånd från HC-SR04 och visa mätvärdet i Seriell monitor.,Kandidat
E055,Parkeringssensorn v1,Avstånd,Baslåda,Uppfinnare,"E01, B01, B02, R01, L01, A01, S02","EL11, EL10, EL04","PR07, PR16","MK09, MK14",35–50 min,Ja,"E034, E054",Buzzern piper snabbare när handen kommer närmare sensorn.,Kandidat
E056,Avståndslampan,Avstånd,Baslåda,Uppfinnare,"E01, B01, B02, R01, L02, S02","EL11, EL09","PR07, PR15",MK09,30–45 min,Ja,"E024, E054","RGB-LED visar grönt, gult eller rött beroende på avstånd.",Kandidat
E057,Osynliga måttbandet,Avstånd,Baslåda,Ingenjör,"E01, B01, B02, S02",EL11,"PR20, PR11","MK07, MK10",35–45 min,Ja,E054,Mät flera avstånd och jämför med linjal eller måttband.,Kandidat
E058,Dörrvakten,Magnet och larm,Baslåda,Uppfinnare,"E01, B01, B02, R01, L01, A01, S04","EL12, EL04, EL10","PR06, PR07","MK06, MK09",30–45 min,Ja,E035,Reedkontakt och magnet används för att bygga ett enkelt dörrlarm.,Kandidat
E059,Hemlig skattlåda – sensorversion,Magnet och larm,Baslåda,Ingenjör,"E01, B01, B02, R01, L02, A01, S04","EL12, EL09, EL10","PR06, PR07, PR17","MK11, MK14",40–55 min,Ja,"E032, E058",Skattlådan reagerar när magnetlåset öppnas och visar status med färg/ljud.,Kandidat
E060,Skaklarmet,Lutning och rörelse,Baslåda,Uppfinnare,"E01, B01, B02, R01, L01, A01, S03","EL13, EL10, EL04","PR06, PR07, PR16","MK06, MK09",30–45 min,Ja,E047,Tilt-sensorn används som skak- eller rörelselarm.,Kandidat
E061,Lutningsspelet,Lutning och spel,Baslåda,Ingenjör,"E01, B01, B02, R01, L01, S03","EL13, EL04","PR06, PR07, PR09, PR17","MK08, MK11",40–55 min,Ja,E060,Barnet styr ett enkelt spel genom att luta eller skaka sensorn.,Kandidat
E062,Temperatur i rummet,Temperatur,Pluslåda,Upptäckare,"E01, B01, B02, S05",EL15,"PR19, PR20","MK07, MK08",25–35 min,Ja,E051,Mät temperatur och luftfuktighet med DHT22 i Seriell monitor.,Kandidat
E063,Väderstation första versionen,Temperatur,Pluslåda,Uppfinnare,"E01, B01, B02, S05, D01","EL14, EL15","PR19, PR21","MK07, MK10",40–55 min,Ja,E062,Visa temperatur och luftfuktighet på OLED-display.,Kandidat
E064,Varmt eller kallt?,Temperatur,Pluslåda,Uppfinnare,"E01, B01, B02, R01, L02, S05","EL15, EL09","PR07, PR15, PR19",MK09,35–45 min,Ja,"E024, E062","RGB-LED visar blått, grönt eller rött beroende på temperatur.",Kandidat
E065,Temperaturjämförelsen,Temperatur,Pluslåda,Ingenjör,"E01, B01, B02, S05, S06",EL15,"PR19, PR20","MK07, MK10",45–60 min,Ja,E062,Jämför mätvärden från DHT22 och DS18B20 och diskutera skillnader.,Kandidat
E066,Vattentemperatur-testet,Temperatur,Pluslåda,Ingenjör,"E01, B01, B02, R01, S06",EL15,"PR19, PR20","MK07, MK10",40–55 min,Ja,E065,"Mät temperatur i luft och i vatten med DS18B20, med vuxen kontroll.",Kandidat
E067,Rörelsevakten,Rörelsesensor,Pluslåda,Uppfinnare,"E01, B01, B02, R01, L01, A01, S07","EL16, EL04, EL10","PR06, PR07, PR16","MK06, MK09",35–50 min,Ja,E058,PIR-sensorn tänder lampa eller larm när någon rör sig.,Kandidat
E068,Spökhuset,Rörelsesensor,Pluslåda,Ingenjör,"E01, B01, B02, R01, L02, A01, S07","EL16, EL09, EL10","PR07, PR17, PR16","MK11, MK12",45–60 min,Ja,"E067, E034",Bygg ett litet spökhus som reagerar med ljus och ljud när någon närmar sig.,Kandidat
E069,Smart blomkruka v1,Jordfukt,Pluslåda,Uppfinnare,"E01, B01, B02, R01, L01, S08","EL07, EL08","PR14, PR07","MK09, MK10",35–50 min,Ja,E051,Jordfuktighetssensorn varnar när jorden är torr.,Kandidat
E070,Växtvakten med statusfärg,Jordfukt,Pluslåda,Ingenjör,"E01, B01, B02, R01, L02, S08","EL07, EL08, EL09","PR14, PR15, PR07","MK09, MK12",40–55 min,Ja,"E069, E024","RGB-LED visar om växten är torr, lagom eller för blöt.",Kandidat
E071,Ljudnivå i Seriell monitor,Ljudsensor,Pluslåda,Upptäckare,"E01, B01, B02, S09",EL07,"PR14, PR20","MK07, MK08",25–35 min,Ja,E051,Läs ljudnivåer och se hur värden ändras när man klappar eller pratar.,Kandidat
E072,Klappströmbrytaren,Ljudsensor,Pluslåda,Ingenjör,"E01, B01, B02, R01, L01, S09","EL07, EL04","PR14, PR07, PR17","MK09, MK14",40–55 min,Ja,"E029, E071",En klapp växlar en LED mellan på och av.,Kandidat
E073,Ljusorgel första versionen,Ljudsensor,Pluslåda,Ingenjör,"E01, B01, B02, R01, L01, L02, S09","EL07, EL09","PR14, PR15, PR12","MK08, MK09",45–60 min,Ja,"E071, E023",Lampor reagerar på ljudnivå och skapar en enkel ljusshow.,Kandidat
E074,Sensorlaboratoriet,Mätning,Pluslåda,Mästare,"E01, B01, B02, R01, L01, L02, S01, S02, S05","EL07, EL08, EL11, EL15","PR14, PR19, PR20","MK07, MK10, MK14",60–90 min,Ja,E051–E073,Jämför flera sensorer och skapa en liten teststation.,Kandidat
E075,Designa ett eget sensorlarm,Eget projekt,Pluslåda,Mästare,"E01, B01, B02, R01, L01, L02, A01, S01, S02, S03, S04, S07","EL05, EL07, EL11, EL12, EL13, EL16","PR07, PR16, PR17","MK11, MK12, MK15",60–90 min,Ja,E051–E074,Barnet väljer sensor och bygger ett eget larm eller varningssystem.,Kandidat
E076,OLED säger hej,Display,Baslåda,Upptäckare,"E01, B01, B02, D01",EL14,"PR19, PR21","MK02, MK06",25–35 min,Ja,E001,Visa första texten på OLED-displayen.,Kandidat
E077,OLED visar mätvärden,Display,Baslåda,Uppfinnare,"E01, B01, B02, D01, S01","EL14, EL07","PR14, PR19, PR21",MK07,30–45 min,Ja,"E051, E076",Visa ljusvärde på OLED i stället för Seriell monitor.,Kandidat
E078,OLED-menyn,Display,Baslåda,Ingenjör,"E01, B01, B02, D01, K01","EL14, EL05","PR06, PR07, PR17, PR21","MK11, MK14",45–60 min,Ja,"E029, E076",Bygg en enkel meny där knappen byter skärmläge.,Kandidat
E079,Mini-instrumentpanelen,Display och mätning,Pluslåda,Ingenjör,"E01, B01, B02, D01, S01, S05, S02","EL14, EL07, EL11, EL15","PR14, PR19, PR21","MK10, MK14",60–75 min,Ja,"E063, E077",Visa flera sensorvärden på en liten instrumentpanel.,Kandidat
E080,OLED-reaktionsspelet,Display och spel,Baslåda,Ingenjör,"E01, B01, B02, D01, K01, R01, L01","EL14, EL05, EL04","PR06, PR10, PR16, PR19, PR21",MK11,50–70 min,Ja,"E041, E076","Reaktionsspelet visar start, tid och resultat på OLED.",Kandidat
E081,Pixel-smileyn,LED-matris,Pluslåda,Upptäckare,"E01, B01, B02, D02",EL19,"PR19, PR22","MK02, MK06",30–40 min,Ja,E076,Visa en smiley eller enkel symbol på LED-matrisen.,Kandidat
E082,Matris-animationen,LED-matris,Pluslåda,Uppfinnare,"E01, B01, B02, D02",EL19,"PR12, PR13, PR19, PR22",MK08,40–55 min,Ja,E081,Animera flera bildrutor på LED-matrisen.,Kandidat
E083,Mini-Snake-idé,LED-matris och spel,Pluslåda,Ingenjör,"E01, B01, B02, D02, K01","EL19, EL05","PR06, PR13, PR17, PR22","MK11, MK14",60–90 min,Ja,"E049, E082",Bygg en mycket enkel spelprototyp på LED-matrisen.,Kandidat
E084,NeoPixel första regnbågen,NeoPixel,Pluslåda,Upptäckare,"E01, B01, B02, L03",EL18,"PR19, PR12","MK02, MK06",30–45 min,Ja,E013,Tänd NeoPixel-ringen och låt färger vandra runt.,Kandidat
E085,NeoPixel-timer,NeoPixel,Pluslåda,Uppfinnare,"E01, B01, B02, L03, K01","EL18, EL05","PR06, PR12, PR16, PR17","MK08, MK14",45–60 min,Ja,"E047, E084",Ringen fungerar som en visuell nedräkning.,Kandidat
E086,Reaktionsring,NeoPixel och spel,Pluslåda,Ingenjör,"E01, B01, B02, L03, K01, A01","EL18, EL05, EL10","PR06, PR10, PR16, PR17, PR19",MK11,60–75 min,Ja,"E041, E084",NeoPixel-ringen används i ett färgstarkt reaktionsspel.,Kandidat
E087,Servo första rörelsen,Servo,Pluslåda,Upptäckare,"E01, B01, B02, M01",EL20,"PR19, PR05","MK02, MK06",25–35 min,Ja,E015,Få en SG90-servo att vrida sig mellan två lägen.,Kandidat
E088,Vredstyrd servo,Servo,Pluslåda,Uppfinnare,"E01, B01, B02, K02, M01","EL07, EL20","PR14, PR19",MK08,35–50 min,Ja,E087,Styr servons vinkel med potentiometer.,Kandidat
E089,Avståndsstyrd visare,Servo och sensor,Pluslåda,Ingenjör,"E01, B01, B02, S02, M01","EL11, EL20","PR11, PR14, PR19","MK09, MK14",45–60 min,Ja,"E056, E087",Servon fungerar som en analog visare för avstånd.,Kandidat
E090,Skattkistan öppnas,Servo och uppdrag,Pluslåda,Ingenjör,"E01, B01, B02, K01, M01, L02, A01","EL05, EL20, EL09, EL10","PR06, PR07, PR17, PR19","MK11, MK12",60–75 min,Ja,"E032, E087",En rätt knappkod öppnar en liten skattkista med servo.,Kandidat
E091,Temperaturvisaren,Servo och mätning,Pluslåda,Ingenjör,"E01, B01, B02, S05, M01","EL15, EL20","PR19, PR11",MK09,45–60 min,Ja,"E063, E087",Servon visar temperatur som en gammaldags mätare.,Kandidat
E092,Automatisk dörrvakt,Smart uppfinning,Pluslåda,Ingenjör,"E01, B01, B02, S07, M01, L02","EL16, EL20, EL09","PR06, PR07, PR17, PR19","MK11, MK14",60–75 min,Ja,"E067, E087",PIR-sensorn upptäcker rörelse och servon öppnar/stänger en grind.,Kandidat
E093,Smart nattlampa deluxe,Smart uppfinning,Pluslåda,Ingenjör,"E01, B01, B02, R01, S01, L03, D01","EL07, EL14, EL18","PR14, PR16, PR19, PR21","MK09, MK12",60–75 min,Ja,"E017, E076, E084","Ljussensor, OLED och NeoPixel kombineras till en avancerad nattlampa.",Kandidat
E094,Växtvakt med display,Smart uppfinning,Pluslåda,Ingenjör,"E01, B01, B02, S08, D01, L02","EL07, EL14, EL09","PR14, PR19, PR21","MK09, MK10",50–70 min,Ja,"E070, E076",Växtens status visas både med färg och text.,Kandidat
E095,Rumsklimatets humör,Smart uppfinning,Pluslåda,Ingenjör,"E01, B01, B02, S05, D01, L03","EL15, EL14, EL18","PR19, PR21, PR17","MK10, MK12",60–75 min,Ja,"E063, E084",Temperatur/fukt blir till en färg- och textbaserad humörindikator.,Kandidat
E096,Interaktiv larmcentral,Smart uppfinning,Pluslåda,Mästare,"E01, B01, B02, S04, S07, D01, L02, A01","EL12, EL16, EL14, EL09, EL10","PR06, PR07, PR17, PR18, PR19","MK11, MK14",75–90 min,Ja,"E058, E067, E078",OLED visar larmstatus och flera sensorer kan trigga larmet.,Kandidat
E097,Mini-kontrollpanel,Smart uppfinning,Pluslåda,Mästare,"E01, B01, B02, K01, K02, D01, L02","EL05, EL07, EL14, EL09","PR06, PR14, PR17, PR19, PR21","MK11, MK12",60–80 min,Ja,"E078, E088","Bygg en kontrollpanel med knapp, vred, display och statusljus.",Kandidat
E098,Touch-pianot,Touch och ljud,Pluslåda,Ingenjör,"E01, B01, B02, K03, A01, L03","EL17, EL10, EL18","PR19, PR13, PR17","MK08, MK11",50–70 min,Ja,"E036, E084",Touch-sensorn blir ett piano med ljusfeedback.,Kandidat
E099,Touch-kodlåset,Touch och uppdrag,Pluslåda,Mästare,"E01, B01, B02, K03, M01, L02, A01","EL17, EL20, EL09, EL10","PR13, PR17, PR18, PR19","MK11, MK14",70–90 min,Ja,"E032, E090, E098",Touchpanelen används som kodlås som kan öppna servo-lås.,Kandidat
E100,Designa en smart uppfinning,Eget projekt,Pluslåda,Mästare,"E01, B01, B02, D01, L02, L03, M01, S01, S02, S05, S07, S08, A01, K01, K02","EL07, EL11, EL14, EL15, EL16, EL18, EL20","PR11, PR14, PR16, PR17, PR19, PR21","MK11, MK12, MK15",90–120 min,Ja,E076–E099,"Barnet kombinerar sensor, display, ljus och rörelse till en egen uppfinning.",Kandidat
E101,DC-motor första snurret,Motorer,Makerlåda,Upptäckare,"E01, B01, B02, M03, M04",EL21,"PR03, PR05","MK06, MK13",30–45 min,Ja,E087,Styr en DC-motor via motordrivare och lär varför motorer inte kopplas direkt till ESP32.,Kandidat
E102,Motor åt båda hållen,Motorer,Makerlåda,Uppfinnare,"E01, B01, B02, M03, M04, K01","EL21, EL05","PR06, PR07","MK13, MK14",40–55 min,Ja,E101,Använd knappar för att låta motorn snurra framåt och bakåt.,Kandidat
E103,Fartkontroll med PWM,Motorer,Makerlåda,Ingenjör,"E01, B01, B02, M03, M04, K02","EL21, EL07, EL09","PR14, PR15","MK08, MK13",45–60 min,Ja,"E101, E088",Styr motorhastighet med potentiometer och PWM.,Kandidat
E104,Mini-fläkten,Motorer och uppfinning,Makerlåda,Uppfinnare,"E01, B01, B02, M03, M04, S05","EL21, EL15","PR07, PR19","MK11, MK13",45–60 min,Ja,"E062, E101",Bygg en liten temperaturstyrd fläkt med tydlig vuxenkontroll.,Kandidat
E105,Robotbas första versionen,Robotik,Makerlåda,Ingenjör,"E01, B01, B02, M03, M04",EL21,"PR11, PR17","MK13, MK14",60–90 min,Ja,E102,Bygg en enkel robotbas eller testplattform med två motorer.,Kandidat
E106,Robot som undviker hinder,Robotik,Makerlåda,Mästare,"E01, B01, B02, S02, M03, M04","EL11, EL21","PR07, PR11, PR17, PR18","MK11, MK13, MK14",90–120 min,Ja,"E055, E105",Roboten använder avståndssensor för att undvika hinder.,Kandidat
E107,Stegmotor första stegen,Stegmotor,Makerlåda,Uppfinnare,"E01, B01, B02, M02",EL22,"PR12, PR19","MK06, MK13",40–55 min,Ja,E087,Få stegmotorn att gå ett antal steg i taget.,Kandidat
