ID,Namn,Tema,Komponentnivå,Svårighetsgrad,Komponenter,Elektronikfärdigheter,Programmeringsfärdigheter,Makerfärdigheter,Byggtid,Vuxenhjälp,Bygger på,Kort beskrivning,Status
E019,Ljusstyrd dimmer,Smarta ljus,Baslåda,Ingenjör,"E01, B01, B02, R01, L01, S01","EL07, EL08, EL09","PR14, PR15",MK09,30–45 min,Ja,"E015, E018",Låt LED-ljusstyrkan följa hur ljust det är i rummet.,Kandidat
E020,Soluppgångslampan,Smarta ljus,Baslåda,Ingenjör,"E01, B01, B02, R01, L01",EL09,"PR12, PR15, PR16",MK08,35–45 min,Ja,E016,Skapa en långsam ljusökning som liknar soluppgång.,Kandidat
E021,Blink utan delay,Lampor och ljus,Baslåda,Ingenjör,"E01, B01, B02, R01, L01",EL04,PR16,MK14,30–40 min,Ja,E002,Lär LED blinka medan programmet fortfarande kan göra annat.,Kandidat
E022,Två saker samtidigt,Lampor och ljus,Baslåda,Ingenjör,"E01, B01, B02, R01, L01",EL04,"PR16, PR17",MK14,35–45 min,Ja,E021,Två LED blinkar i olika takt utan att stoppa varandra.,Kandidat
E023,Mini-ljusshow,Lampor och ljus,Baslåda,Ingenjör,"E01, B01, B02, R01, L01, L02","EL04, EL09","PR11, PR12, PR13, PR15","MK11, MK12",40–50 min,Ja,"E008, E013",Kombinera flera blink- och färgmönster till en show.,Kandidat
E024,Statuslampan,Smarta ljus,Baslåda,Ingenjör,"E01, B01, B02, R01, L02",EL09,"PR07, PR11, PR17",MK12,30–40 min,Ja,E014,"En RGB-LED visar olika statuslägen: okej, varning, fel.",Kandidat
E025,Designa din egen ljusuppfinning,Eget projekt,Baslåda,Mästare,"E01, B01, B02, R01, L01, L02, S01","EL03, EL04, EL07, EL09","PR11, PR12, PR14, PR15, PR16","MK11, MK12, MK15",45–60 min,Ja,E001–E024,Barnet väljer själv en ljusuppfinning och förklarar hur den fungerar.,Kandidat
E026,Knappen tänder lampan,Knappar,Baslåda,Upptäckare,"E01, B01, B02, R01, L01, K01","EL05, EL06","PR06, PR07","MK02, MK05, MK06",15–25 min,Ja,E001,Tryck på en knapp för att tända och släcka en LED.,Kandidat
E027,Omvänd knapp med INPUT_PULLUP,Knappar,Baslåda,Upptäckare,"E01, B01, B02, R01, L01, K01","EL05, EL06","PR06, PR07","MK06, MK14",20–30 min,Ja,E026,Lär varför knappen kan vara tryckt när signalen är LOW.,Kandidat
E028,Tryckräknaren,Knappar,Baslåda,Uppfinnare,"E01, B01, B02, K01",EL05,"PR06, PR07, PR09, PR20",MK07,25–35 min,Ja,E027,Räkna hur många gånger knappen trycks och visa i Seriell monitor.,Kandidat
E029,Lampan minns,Knappar,Baslåda,Uppfinnare,"E01, B01, B02, R01, L01, K01",EL05,"PR06, PR07, PR08, PR17","MK05, MK14",25–35 min,Ja,E027,Ett knapptryck växlar lampan mellan på och av.,Kandidat
E030,Tryck rätt färg,Knappar och färger,Baslåda,Uppfinnare,"E01, B01, B02, R01, L02, K01","EL05, EL09","PR06, PR07, PR10, PR15",MK08,30–40 min,Ja,"E014, E026",RGB-LED väljer färg och barnet ska trycka när rätt färg visas.,Kandidat
E031,Dubbelknappen,Knappar,Baslåda,Uppfinnare,"E01, B01, B02, R01, L01, K01",EL05,"PR06, PR07, PR08",MK05,25–35 min,Ja,E026,Två knappar styr två olika lampor eller lägen.,Kandidat
E032,Mini-kodlåset,Knappar och spel,Baslåda,Ingenjör,"E01, B01, B02, R01, L01, L02, K01","EL05, EL09","PR06, PR07, PR09, PR13, PR17","MK11, MK14",40–55 min,Ja,"E028, E031",Barnet matar in en enkel knappsekvens för att låsa upp ljuset.,Kandidat
E033,Passiv buzzer första tonen,Ljud,Baslåda,Upptäckare,"E01, B01, B02, A01",EL10,"PR03, PR04, PR05","MK02, MK06",15–20 min,Ja,E001,Spela en enkel ton med buzzern.,Kandidat
E034,Sirenen,Ljud,Baslåda,Uppfinnare,"E01, B01, B02, A01, L01, R01",EL10,"PR05, PR12",MK08,20–30 min,Ja,E033,Låt tonen glida upp och ner som en siren.,Kandidat
E035,Morse med ljud,Ljud,Baslåda,Uppfinnare,"E01, B01, B02, A01, K01","EL10, EL05","PR06, PR11, PR13","MK10, MK15",30–40 min,Ja,"E010, E033",Skicka korta och långa ljudsignaler som morse.,Kandidat
E036,Mini-pianot med knappar,Ljud och musik,Baslåda,Uppfinnare,"E01, B01, B02, A01, K01","EL05, EL10","PR06, PR07, PR13",MK05,35–45 min,Ja,"E031, E033",Flera knappar spelar olika toner.,Kandidat
E037,Melodimaskinen,Ljud och musik,Baslåda,Uppfinnare,"E01, B01, B02, A01",EL10,"PR12, PR13, PR11",MK10,30–45 min,Ja,E033,Spela en kort melodi från arrayer med toner och längder.,Kandidat
E038,Knappstyrd jukebox,Ljud och musik,Baslåda,Ingenjör,"E01, B01, B02, A01, K01, L02, R01","EL05, EL10, EL09","PR06, PR07, PR11, PR13, PR17",MK11,40–55 min,Ja,"E029, E037",Knappen väljer mellan olika ljud eller melodier och RGB visar läge.,Kandidat
E039,Elektronisk tärning med LED,Spel,Baslåda,Uppfinnare,"E01, B01, B02, R01, L01, K01","EL05, EL04","PR06, PR07, PR10, PR13",MK08,35–45 min,Ja,"E028, E007",Tryck på knappen och visa ett slumpat tärningsvärde med LED-mönster.,Kandidat
E040,Tärning i Seriell monitor,Spel,Baslåda,Upptäckare,"E01, B01, B02, K01",EL05,"PR06, PR07, PR10, PR20",MK07,20–30 min,Ja,E028,En enklare tärning där värdet visas i Seriell monitor.,Kandidat
E041,Reaktionsspelet v1,Spel,Baslåda,Ingenjör,"E01, B01, B02, R01, L01, K01","EL05, EL04","PR06, PR07, PR10, PR16, PR20","MK07, MK14",40–55 min,Ja,"E021, E028",Vänta på lampan och tryck så snabbt som möjligt.,Kandidat
E042,Reaktionsspelet med ljud,Spel,Baslåda,Ingenjör,"E01, B01, B02, R01, L01, K01, A01","EL05, EL04, EL10","PR06, PR07, PR10, PR16, PR17","MK11, MK14",45–60 min,Ja,"E041, E033",Reaktionsspelet får startljud och felsignal.,Kandidat
E043,Snabbast av två,Spel,Baslåda,Ingenjör,"E01, B01, B02, R01, L01, K01, A01","EL05, EL04, EL10","PR06, PR07, PR16, PR17","MK11, MK14",45–60 min,Ja,E042,Två spelare tävlar om att trycka först efter signal.,Kandidat
E044,Simon Says v1,Spel,Baslåda,Ingenjör,"E01, B01, B02, R01, L01, K01, A01","EL05, EL04, EL10","PR06, PR07, PR10, PR13, PR17","MK11, MK14",50–70 min,Ja,"E036, E039","Minn ett växande mönster av lampor, toner och knapptryck.",Kandidat
E045,Gissa ljusmönstret,Spel,Baslåda,Uppfinnare,"E01, B01, B02, R01, L01, K01","EL05, EL04","PR06, PR07, PR10, PR13","MK08, MK15",35–45 min,Ja,"E008, E039",Programmet visar ett mönster och barnet gissar vilket som kommer härnäst.,Kandidat
E046,Nedräknaren,Tid och spel,Baslåda,Uppfinnare,"E01, B01, B02, R01, L01, A01","EL04, EL10","PR04, PR11, PR12",MK08,25–35 min,Ja,E034,LED och ljud räknar ned som inför en raketstart.,Kandidat
E047,Bomben tickar,Tid och spel,Baslåda,Ingenjör,"E01, B01, B02, R01, L01, K01, A01","EL05, EL04, EL10","PR06, PR07, PR16, PR17",MK14,45–60 min,Ja,"E021, E046",Stoppa tickandet med rätt knapptryck innan tiden går ut.,Kandidat
E048,Poänglampan,Spel,Baslåda,Uppfinnare,"E01, B01, B02, R01, L01, K01","EL05, EL04","PR06, PR07, PR09, PR12",MK08,30–40 min,Ja,E028,Varje knapptryck ökar poängen och tänder fler LED.,Kandidat
E049,Spelkontroll för framtida projekt,Knappar,Baslåda,Ingenjör,"E01, B01, B02, K01",EL05,"PR06, PR07, PR11","MK11, MK14",35–45 min,Ja,E031,Bygg ett återanvändbart knappupplägg för kommande spel.,Kandidat
E050,Designa ditt eget knapp- och ljudspel,Eget projekt,Baslåda,Mästare,"E01, B01, B02, R01, L01, L02, K01, A01","EL05, EL10, EL09","PR06, PR07, PR10, PR11, PR13, PR17","MK11, MK12, MK15",60–90 min,Ja,E026–E049,"Barnet designar ett eget spel med knappar, lampor och ljud.",Kandidat
